master_cpd_id;cpd_name;broad_cpd_id;top_test_conc_umol;cpd_status;inclusion_rationale;gene_symbol_of_protein_target;target_or_activity_of_compound;source_name;source_catalog_id;cpd_smiles;status;combined_group
677522;necrosulfonamide;BRD-K64117221;66;probe;lit-search;;inhibitor of downstream signaling of RIP3 associated with MLKL;Toronto Research Chemicals;N388600;COc1nccnc1NS(=O)(=O)c1ccc(NC(=O)\C=C\c2ccc(s2)[N+]([O-])=O)cc1;experimental;Other signaling enzyme/channel/metabolic modulator
679843;HBX-41108;BRD-K50501969;66;probe;lit-search;USP7;inhibitor of the deubiquitinase activity of USP7;Tocris Bioscience;4285;Clc1ccc-2c(c1)C(=O)c1nc(C#N)c(nc-21)C#N;experimental;Proteostasis/Ubiquitin/HSP chaperone modulator
679844;palmostatin B;BRD-K42137908;66;probe;lit-search;LYPLA1;inhibitor of acyl-protein thioesterase 1;EMD Biosciences;178501;CCCCCCCCCC[C@H]1[C@H](CCc2ccc(OC)c(OC)c2)OC1=O;experimental;Other signaling enzyme/channel/metabolic modulator
682993;JW-55;BRD-K53328210;66;probe;lit-search;TNKS;inhibitor of tankyrase;ChemBridge Corporation;7667791;COc1ccc(cc1)C1(CNC(=O)c2ccc(NC(=O)c3ccco3)cc2)CCOCC1;experimental;Other signaling enzyme/channel/metabolic modulator
687395;BRD-K99006945;BRD-K99006945;66;probe;"chromatin;lit-search;synthesis";;screening hit;Broad Institute of MIT and Harvard;;CCN(CC)c1ccc(cc1)C1=NNC(=O)C[C@H]1C;experimental;Miscellaneous or screening hit/natural product
687406;tivantinib;BRD-K33379087;66;clinical;"CTEP;kinome";MET;"inhibitor of MET; inhibitor of microtubule assembly";Active Biochem;A-1109;O=C1NC(=O)[C@H]([C@@H]1c1c[nH]c2ccccc12)c1cn2CCCc3cccc1c23;approved_or_clinical;RTK tyrosine-kinase inhibitor
687418;trametinib;BRD-K12343256;66;clinical;"CTEP;kinome";"MAP2K1;MAP2K2";inhibitor of MEK1 and MEK2;Selleck;S2673;CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O;approved_or_clinical;MAPK pathway inhibitor
687577;RO4929097;BRD-K22024824;66;clinical;CTEP;"APH1A;NCSTN;PSEN1;PSENEN";inhibitor of gamma-secretase;Selleck;S1575;CC(C)(C(=O)NCC(F)(F)C(F)(F)F)C(=O)N[C@H]1c2ccccc2-c2ccccc2NC1=O;approved_or_clinical;Other signaling enzyme/channel/metabolic modulator
687578;dinaciclib;BRD-K13662825;66;clinical;"chromatin;CTEP;kinome";"CDK1;CDK2;CDK5;CDK9";inhibitor of cyclin-dependent kinases;Selleck;S2678;CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(nc12)N1CCCC[C@H]1CCO;approved_or_clinical;Cell-cycle/Checkpoint modulator
687579;MLN2480;BRD-K43410529;66;clinical;lit-search;"ARAF;BRAF;RAF1";inhibitor of RAF kinases;Active Biochem;A-1192;C[C@@H](NC(=O)c1ncnc(N)c1Cl)c1ncc(s1)C(=O)Nc1cc(c(Cl)cn1)C(F)(F)F;approved_or_clinical;MAPK pathway inhibitor
687661;BRD-K51831558;BRD-K51831558;66;probe;"chromatin;lit-search;synthesis";EZH2;inhibitor of enhancer of zeste polycomb repressive complex 2 subunit;Broad Institute of MIT and Harvard;;CC(C)n1ncc2c(cc(Br)cc12)C(=O)NCc1c(C)cc(C)[nH]c1=O;experimental;Epigenetic/transcription modulator
687694;istradefylline;BRD-K87774949;33;clinical;lit-search;ADORA2A;antagonist of the adenosine A2A receptor;Selleck;S2790;CCn1c2nc(\C=C\c3ccc(OC)c(OC)c3)n(C)c2c(=O)n(CC)c1=O;approved_or_clinical;Other signaling enzyme/channel/metabolic modulator
687714;MI-2;BRD-K90860366;66;probe;"chromatin;lit-search;synthesis";MEN1;"binder of menin; inhibitor of menin-MLL fusion protein";Broad Institute of MIT and Harvard;;CCCc1cc2c(ncnc2s1)N1CCN(CC1)C1=NCC(C)(C)S1;experimental;Epigenetic/transcription modulator
687715;BRD-K42260513;BRD-K42260513;66;probe;"chromatin;lit-search;synthesis";EZH2;inhibitor of enhancer of zeste polycomb repressive complex 2 subunit;Broad Institute of MIT and Harvard;;CC(C)n1ncc2c(cc(cc12)-c1ccc(nc1)N1CCNCC1)C(=O)NCc1c(C)cc(C)[nH]c1=O;experimental;Epigenetic/transcription modulator
687720;alvocidib;BRD-K68682020;66;clinical;"CTEP;kinome";"CDK1;CDK2;CDK4;CDK6";inhibitor of cyclin-dependent kinases;Selleck;S1230;CN1CC[C@H]([C@H](O)C1)c1c(O)cc(O)c2c1oc(cc2=O)-c1ccccc1Cl;approved_or_clinical;Cell-cycle/Checkpoint modulator
687721;CBB-1007;BRD-K84754008;66;probe;lit-search;KDM1A;inhibitor of lysine-specific demethylase 1A (LSD1);Broad Institute of MIT and Harvard;;COC(=O)c1cc(CN2CCN(CC2)C(N)=N)cc(c1)C(=O)N1CCN(CC1)C(=O)c1ccc(cc1)C(N)=N;experimental;Epigenetic/transcription modulator
687735;GSK-J4;BRD-K98203492;66;probe;"chromatin;lit-search";"KDM6A;KDM6B";inhibitor of lysine-specific demethylases;Tocris Bioscience;4594;CCOC(=O)CCNc1cc(nc(n1)-c1ccccn1)N1CCc2ccccc2CC1;experimental;Epigenetic/transcription modulator
687769;BRD-A86708339;BRD-A86708339;66;probe;outreach;;screening hit;Dana Farber Cancer Institute;;Cc1ccc(cc1)C(NC(=O)c1ccccc1)c1ccc2cccnc2c1O;experimental;Miscellaneous or screening hit/natural product
687953;PF-3758309;BRD-K37764012;66;probe;kinome;PAK4;inhibitor of serine/threonine p21-activating kinase 4;Broad Institute of MIT and Harvard;;CN(C)C[C@@H](NC(=O)N1Cc2c(Nc3nc(C)nc4ccsc34)n[nH]c2C1(C)C)c1ccccc1;experimental;Other signaling enzyme/channel/metabolic modulator
687954;dabrafenib;BRD-K09951645;66;clinical;"CTEP;kinome";BRAF;inhibitor of BRAF;Active Biochem;A-1219;CC(C)(C)c1nc(c(s1)-c1ccnc(N)n1)-c1cccc(NS(=O)(=O)c2c(F)cccc2F)c1F;approved_or_clinical;MAPK pathway inhibitor
688138;SZ4TA2;BRD-K55125219;66;probe;lit-search;BCL2L1;inhibitor of BCL-xL;Broad Institute of MIT and Harvard;;CC1(C)CCN(CC1)c1ccc(cc1)C(=O)NS(=O)(=O)c1ccc(NCCSc2ccccc2)c(c1)[N+]([O-])=O;experimental;Apoptosis/BCL/p53/MDM2 modulator
688229;AT13387;BRD-K58435339;66;clinical;CTEP;HSP90AA1;inhibitor of HSP90;Selleck;S1163;CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O;approved_or_clinical;Proteostasis/Ubiquitin/HSP chaperone modulator
688516;BCL-LZH-4;BRD-A68258842;66;probe;"lit-search;synthesis";;inhibitor of BCL2, BCL-xL, and MCL1;Broad Institute of MIT and Harvard;;COc1ccc(cc1)C1C(C(=O)Nc2ccccc2)=C(C)N=c2s\c(=C/c3cn(Cc4ccccc4)c4ccccc34)c(=O)n12;experimental;Apoptosis/BCL/p53/MDM2 modulator
688799;skepinone-L;BRD-K83607951;66;probe;kinome;MAPK14;inhibitor of p38 MAPK;Broad Institute of MIT and Harvard;;OC[C@@H](O)COc1ccc2CCc3cc(Nc4ccc(F)cc4F)ccc3C(=O)c2c1;experimental;MAPK pathway inhibitor
688962;PF-4800567 hydrochloride;BRD-K43428468;66;probe;kinome;"CSNK1D;CSNK1E";inhibitor of casein kinase isoforms delta and epsilon;Tocris Bioscience;4281;Nc1ncnc2n(nc(COc3cccc(Cl)c3)c12)C1CCOCC1;experimental;Other signaling enzyme/channel/metabolic modulator
688975;avicin D;BRD-A15100685;66;probe;outreach;;natural product;MD Anderson Cancer Center;;CC1O[C@@H](OCC2O[C@@H](O[C@H]3CC[C@@]4(C)C(CC[C@]5(C)C4CC=C4C6CC(C)(C)[C@H](C[C@@]6([C@H](O)C[C@@]54C)C(=O)O[C@@H]4OC(CO)[C@@H](O)[C@@H](O)[C@@H]4O[C@@H]4OC(C)[C@H](O[C@@H]5O[C@@H](CO)[C@H](O)[C@@H]5O)[C@@H](O[C@@H]5OC(CO)[C@@H](O)[C@@H](O)[C@@H]5O)[C@@H]4O)OC(=O)C(\CO)=C\CC[C@](C)(O[C@@H]4OC(C)[C@@H](OC(=O)C(\CO)=C\CCC(C)(O)C=C)[C@@H](O)[C@@H]4O)C=C)C3(C)C)[C@@H](NC(C)=O)[C@H](O)[C@@H]2O)[C@@H](O[C@@H]2OC[C@@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O;experimental;Miscellaneous or screening hit/natural product
689506;BRD-K30748066;BRD-K30748066;66;probe;kinome;CDK9;inhibitor of CDK9;Broad Institute of MIT and Harvard;;Cc1c(sc(=O)n1C)-c1ccnc(Nc2ccc(cc2)N2CCNCC2)n1;experimental;Cell-cycle/Checkpoint modulator
705300;linsitinib;BRD-K08589866;33;clinical;"CTEP;kinome;pilot-set";"IGF1R;INSR";inhibitor of insulin-like growth factor 1 receptor and insulin receptor;Selleck;S1091;CC1(O)CC(C1)c2nc(c3ccc4ccc(nc4c3)c5ccccc5)c6c(N)nccn26;approved_or_clinical;RTK tyrosine-kinase inhibitor
710154;AT-406;BRD-K02834582;66;probe;"lit-search;synthesis";XIAP;"SMAC mimetic; inhibitor of inhibitor of apoptosis proteins (IAPs)";Selleck;S2754;CNC(C)C(=O)NC1CN(CCC2CCC(N2C1=O)C(=O)NC(c3ccccc3)c4ccccc4)C(=O)CC(C)C;experimental;Miscellaneous or screening hit/natural product
